game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium
2025_04_CLE_DET,2025,REG,4,2025-09-28,Sunday,13:00,CLE,10,DET,34,Home,24,44,0,2025092803,59895,NA,202509280det,28470,401772846,6786,7,6,410,-550,10,-108,-112,44.5,-115,-105,0,dome,fieldturf,NA,NA,00-0026158,00-0033106,Joe Flacco,Jared Goff,Kevin Stefanski,Dan Campbell,Shawn Smith,DET00,Ford Field
2025_04_TEN_HOU,2025,REG,4,2025-09-28,Sunday,13:00,TEN,0,HOU,26,Home,26,26,0,2025092804,59896,NA,202509280htx,28471,401772738,6787,7,7,340,-440,7.5,-115,-105,39.5,-105,-115,1,closed,astroturf,NA,NA,00-0040676,00-0039163,Cam Ward,C.J. Stroud,Brian Callahan,DeMeco Ryans,Brad Rogers,HOU00,NRG Stadium
2025_04_CAR_NE,2025,REG,4,2025-09-28,Sunday,13:00,CAR,13,NE,42,Home,29,55,0,2025092805,59897,NA,202509280nwe,28472,401772847,6788,7,7,215,-265,5.5,-108,-112,42.5,-108,-112,0,outdoors,fieldturf,76,7,00-0039150,00-0039851,Bryce Young,Drake Maye,Dave Canales,Mike Vrabel,Bill Vinovich,BOS00,Gillette Stadium
2025_04_LAC_NYG,2025,REG,4,2025-09-28,Sunday,13:00,LAC,18,NYG,21,Home,3,39,0,2025092806,59898,NA,202509280nyg,28473,401772737,6789,7,7,-285,230,-6,-112,-108,43.5,-115,-105,0,outdoors,fieldturf,81,4,00-0036355,00-0040691,Justin Herbert,Jaxson Dart,Jim Harbaugh,Brian Daboll,Shawn Hochuli,NYC01,MetLife Stadium
2025_04_PHI_TB,2025,REG,4,2025-09-28,Sunday,13:00,PHI,31,TB,25,Home,-6,56,0,2025092807,59899,NA,202509280tam,28474,401772845,6790,7,7,-185,154,-3.5,-102,-118,44.5,-118,-102,0,outdoors,grass,88,6,00-0036389,00-0034855,Jalen Hurts,Baker Mayfield,Nick Sirianni,Todd Bowles,Alan Eck,TAM00,Raymond James Stadium
2025_04_IND_LA,2025,REG,4,2025-09-28,Sunday,16:05,IND,20,LA,27,Home,7,47,0,2025092808,59900,NA,202509280ram,28475,401772849,6791,7,7,154,-185,3.5,-105,-115,49.5,-105,-115,0,dome,matrixturf,NA,NA,00-0035710,00-0026498,Daniel Jones,Matthew Stafford,Shane Steichen,Sean McVay,Carl Cheffers,LAX01,SoFi Stadium
2025_04_JAX_SF,2025,REG,4,2025-09-28,Sunday,16:05,JAX,26,SF,21,Home,-5,47,0,2025092809,59901,NA,202509280sfo,28476,401772848,6792,7,7,150,-180,3.5,-120,100,45.5,-108,-112,0,outdoors,grass,72,7,00-0036971,00-0037834,Trevor Lawrence,Brock Purdy,Liam Coen,Kyle Shanahan,Clete Blakeman,SFO01,Levi's Stadium
2025_04_BAL_KC,2025,REG,4,2025-09-28,Sunday,16:25,BAL,20,KC,37,Home,17,57,0,2025092810,59902,NA,202509280kan,28478,401772741,6793,6,7,-148,124,-2.5,-120,100,48.5,100,-120,0,outdoors,grass,89,10,00-0034796,00-0033873,Lamar Jackson,Patrick Mahomes,John Harbaugh,Andy Reid,Clay Martin,KAN00,GEHA Field at Arrowhead Stadium
2025_04_CHI_LV,2025,REG,4,2025-09-28,Sunday,16:25,CHI,25,LV,24,Home,-1,49,0,2025092811,59903,NA,202509280rai,28477,401772742,6794,7,7,105,-125,1.5,-110,-110,47.5,-105,-115,0,dome,grass,NA,NA,00-0039918,00-0030565,Caleb Williams,Geno Smith,Ben Johnson,Pete Carroll,Adrian Hill,VEG00,Allegiant Stadium
2025_04_GB_DAL,2025,REG,4,2025-09-28,Sunday,20:20,GB,40,DAL,40,Home,0,80,1,2025092812,59904,NA,202509280dal,28479,401772921,6795,7,7,-345,275,-7,-105,-115,47.5,-115,-105,0,closed,matrixturf,NA,NA,00-0036264,00-0033077,Jordan Love,Dak Prescott,Matt LaFleur,Brian Schottenheimer,Ron Torbert,DAL00,AT&T Stadium
2025_04_NYJ_MIA,2025,REG,4,2025-09-29,Monday,19:15,NYJ,21,MIA,27,Home,6,48,0,2025092900,59905,NA,202509290mia,28481,401772813,6796,8,11,124,-148,2.5,-105,-115,44.5,-120,100,1,outdoors,grass,88,17,00-0036945,00-0036212,Justin Fields,Tua Tagovailoa,Aaron Glenn,Mike McDaniel,Craig Wrolstad,MIA00,Hard Rock Stadium
2025_04_CIN_DEN,2025,REG,4,2025-09-29,Monday,20:15,CIN,3,DEN,28,Home,25,31,0,2025092901,59906,NA,202509290den,28480,401772716,6797,8,8,360,-470,7.5,-115,-105,44.5,-115,-105,0,outdoors,grass,66,12,00-0035100,00-0039732,Jake Browning,Bo Nix,Zac Taylor,Sean Payton,Alex Moore,DEN00,Empower Field at Mile High
2025_05_SF_LA,2025,REG,5,2025-10-02,Thursday,20:15,SF,26,LA,23,Home,-3,49,1,2025100200,59907,NA,202510020ram,28482,401772939,6798,4,4,340,-440,8.5,-110,-110,43.5,-108,-112,1,dome,matrixturf,NA,NA,00-0036972,00-0026498,Mac Jones,Matthew Stafford,Kyle Shanahan,Sean McVay,Bill Vinovich,LAX01,SoFi Stadium
2025_05_MIN_CLE,2025,REG,5,2025-10-05,Sunday,09:30,MIN,21,CLE,17,Neutral,-4,38,0,2025100500,59908,NA,202510050cle,28483,401772633,6799,7,7,-198,164,-3.5,-110,-110,35.5,-112,-108,0,outdoors,grass,61,14,00-0032950,00-0040704,Carson Wentz,Dillon Gabriel,Kevin O'Connell,Kevin Stefanski,Scott Novak,CLE00,FirstEnergy Stadium
2025_05_HOU_BAL,2025,REG,5,2025-10-05,Sunday,13:00,HOU,44,BAL,10,Home,-34,54,0,2025100501,59909,NA,202510050rav,28484,401772743,6800,7,7,-148,124,-2.5,-118,-102,41.5,-115,-105,0,outdoors,grass,78,2,00-0039163,00-0033662,C.J. Stroud,Cooper Rush,DeMeco Ryans,John Harbaugh,Land Clark,BAL00,M&T Bank Stadium
2025_05_MIA_CAR,2025,REG,5,2025-10-05,Sunday,13:00,MIA,24,CAR,27,Home,3,51,0,2025100502,59910,NA,202510050car,28485,401772852,6801,6,7,-120,100,-1.5,-105,-115,44.5,-105,-115,0,outdoors,grass,77,8,00-0036212,00-0039150,Tua Tagovailoa,Bryce Young,Mike McDaniel,Dave Canales,Clay Martin,CAR00,Bank of America Stadium
2025_05_LV_IND,2025,REG,5,2025-10-05,Sunday,13:00,LV,6,IND,40,Home,34,46,0,2025100503,59911,NA,202510050clt,28486,401772851,6802,7,7,285,-360,7,100,-120,46.5,-108,-112,0,closed,fieldturf,NA,NA,00-0030565,00-0035710,Geno Smith,Daniel Jones,Pete Carroll,Shane Steichen,Alex Kemp,IND00,Lucas Oil Stadium
2025_05_NYG_NO,2025,REG,5,2025-10-05,Sunday,13:00,NYG,14,NO,26,Home,12,40,0,2025100504,59912,NA,202510050nor,28487,401772744,6803,7,7,100,-120,1.5,-115,-105,41.5,-105,-115,0,dome,sportturf,NA,NA,00-0040691,00-0039376,Jaxson Dart,Spencer Rattler,Brian Daboll,Kellen Moore,Alan Eck,NOR00,Mercedes-Benz Superdome
2025_05_DAL_NYJ,2025,REG,5,2025-10-05,Sunday,13:00,DAL,37,NYJ,22,Home,-15,59,0,2025100505,59913,NA,202510050nyj,28488,401772850,6804,7,6,-105,-115,1.5,-120,100,48.5,-110,-110,0,outdoors,fieldturf,82,3,00-0033077,00-0036945,Dak Prescott,Justin Fields,Brian Schottenheimer,Aaron Glenn,Alex Moore,NYC01,MetLife Stadium
2025_05_DEN_PHI,2025,REG,5,2025-10-05,Sunday,13:00,DEN,21,PHI,17,Home,-4,38,0,2025100506,59914,NA,202510050phi,28489,401772745,6805,6,7,180,-218,3.5,-105,-115,44.5,-115,-105,0,outdoors,grass,80,6,00-0039732,00-0036389,Bo Nix,Jalen Hurts,Sean Payton,Nick Sirianni,Adrian Hill,PHI00,Lincoln Financial Field
2025_05_TEN_ARI,2025,REG,5,2025-10-05,Sunday,16:05,TEN,22,ARI,21,Home,-1,43,0,2025100507,59915,NA,202510050crd,28491,401772747,6806,7,10,330,-425,7.5,-108,-112,41.5,-110,-110,0,closed,grass,NA,NA,00-0040676,00-0035228,Cam Ward,Kyler Murray,Brian Callahan,Jonathan Gannon,Shawn Smith,PHO00,State Farm Stadium
2025_05_TB_SEA,2025,REG,5,2025-10-05,Sunday,16:05,TB,38,SEA,35,Home,-3,73,0,2025100508,59916,NA,202510050sea,28490,401772746,6807,7,10,150,-180,3.5,-115,-105,44.5,-110,-110,0,outdoors,fieldturf,61,8,00-0034855,00-0034869,Baker Mayfield,Sam Darnold,Todd Bowles,Mike Macdonald,Craig Wrolstad,SEA00,Lumen Field
2025_05_DET_CIN,2025,REG,5,2025-10-05,Sunday,16:25,DET,37,CIN,24,Home,-13,61,0,2025100509,59917,NA,202510050cin,28492,401772854,6808,7,6,-575,425,-10.5,-102,-118,49.5,-112,-108,0,outdoors,fieldturf,84,7,00-0033106,00-0035100,Jared Goff,Jake Browning,Dan Campbell,Zac Taylor,Carl Cheffers,CIN00,Paycor Stadium
2025_05_WAS_LAC,2025,REG,5,2025-10-05,Sunday,16:25,WAS,27,LAC,10,Home,-17,37,0,2025100510,59918,NA,202510050sdg,28493,401772853,6809,7,7,130,-155,2.5,100,-120,47.5,-115,-105,0,dome,matrixturf,NA,NA,00-0039910,00-0036355,Jayden Daniels,Justin Herbert,Dan Quinn,Jim Harbaugh,John Hussey,LAX01,SoFi Stadium
2025_05_NE_BUF,2025,REG,5,2025-10-05,Sunday,20:20,NE,23,BUF,20,Home,-3,43,0,2025100511,59919,NA,202510050buf,28494,401772922,6810,7,7,310,-395,7.5,-105,-115,49.5,-108,-112,1,outdoors,a_turf,66,3,00-0039851,00-0034857,Drake Maye,Josh Allen,Mike Vrabel,Sean McDermott,Shawn Hochuli,BUF00,New Era Field
2025_05_KC_JAX,2025,REG,5,2025-10-06,Monday,20:15,KC,28,JAX,31,Home,3,59,0,2025100600,59920,NA,202510060jax,28495,401772814,6811,8,8,-198,164,-3.5,-110,-110,45.5,-108,-112,0,outdoors,grass,80,12,00-0033873,00-0036971,Patrick Mahomes,Trevor Lawrence,Andy Reid,Liam Coen,Brad Rogers,JAX00,TIAA Bank Stadium
2025_06_PHI_NYG,2025,REG,6,2025-10-09,Thursday,20:15,PHI,NA,NYG,NA,Home,NA,NA,NA,2025100900,NA,NA,202510090nyg,28496,401772940,6812,4,4,-395,310,-7,-120,100,40.5,-105,-115,1,outdoors,fieldturf,NA,NA,00-0036389,00-0040691,Jalen Hurts,Jaxson Dart,Nick Sirianni,Brian Daboll,NA,NYC01,MetLife Stadium
2025_06_DEN_NYJ,2025,REG,6,2025-10-12,Sunday,09:30,DEN,NA,NYJ,NA,Neutral,NA,NA,NA,2025101200,NA,NA,202510120nyj,28497,401772634,6813,7,7,-395,310,-7.5,-105,-115,43.5,-105,-115,0,outdoors,fieldturf,NA,NA,00-0039732,00-0036945,Bo Nix,Justin Fields,Sean Payton,Aaron Glenn,NA,NYC01,MetLife Stadium
2025_06_LA_BAL,2025,REG,6,2025-10-12,Sunday,13:00,LA,NA,BAL,NA,Home,NA,NA,NA,2025101201,NA,NA,202510120rav,28498,401772855,6814,10,7,-380,300,-7.5,-110,-110,44.5,-110,-110,0,outdoors,grass,NA,NA,00-0026498,00-0033662,Matthew Stafford,Cooper Rush,Sean McVay,John Harbaugh,NA,BAL00,M&T Bank Stadium
2025_06_DAL_CAR,2025,REG,6,2025-10-12,Sunday,13:00,DAL,NA,CAR,NA,Home,NA,NA,NA,2025101202,NA,NA,202510120car,28499,401772858,6815,7,7,-180,150,-3,-120,100,49.5,-108,-112,0,outdoors,grass,NA,NA,00-0033077,00-0039150,Dak Prescott,Bryce Young,Brian Schottenheimer,Dave Canales,NA,CAR00,Bank of America Stadium
2025_06_ARI_IND,2025,REG,6,2025-10-12,Sunday,13:00,ARI,NA,IND,NA,Home,NA,NA,NA,2025101203,NA,NA,202510120clt,28500,401772856,6816,7,7,275,-345,7,-108,-112,46.5,-102,-118,0,closed,fieldturf,NA,NA,00-0035228,00-0035710,Kyler Murray,Daniel Jones,Jonathan Gannon,Shane Steichen,NA,IND00,Lucas Oil Stadium
2025_06_SEA_JAX,2025,REG,6,2025-10-12,Sunday,13:00,SEA,NA,JAX,NA,Home,NA,NA,NA,2025101204,NA,NA,202510120jax,28501,401772857,6817,7,6,100,-120,1.5,-112,-108,47.5,-110,-110,0,outdoors,grass,NA,NA,00-0034869,00-0036971,Sam Darnold,Trevor Lawrence,Mike Macdonald,Liam Coen,NA,JAX00,TIAA Bank Stadium
